Frame,Time (Seconds),QX,QY,QZ,QW,X,Y,Z
853,7.108333,-0.007181,0.035573,-0.979582,0.197744,11.380320,23.349264,8.420353
854,7.116667,-0.007227,0.035747,-0.979518,0.198028,11.377223,23.329320,8.423133
855,7.125000,-0.007279,0.035942,-0.979445,0.198349,11.373858,23.307031,8.425915
856,7.133333,-0.007325,0.036115,-0.979380,0.198637,11.370956,23.287332,8.428096
857,7.141667,-0.007371,0.036289,-0.979314,0.198927,11.367994,23.267254,8.430199
858,7.150000,-0.007424,0.036484,-0.979240,0.199256,11.364432,23.244859,8.432479
859,7.158333,-0.007471,0.036659,-0.979173,0.199549,11.361401,23.225623,8.434673
860,7.166667,-0.007518,0.036833,-0.979106,0.199845,11.358557,23.206634,8.436992
861,7.175000,-0.007571,0.037029,-0.979030,0.200180,11.356087,23.184867,8.439638
862,7.183333,-0.007619,0.037204,-0.978962,0.200479,11.354120,23.165348,8.441969
863,7.191667,-0.007667,0.037378,-0.978893,0.200781,11.352522,23.145947,8.444393
864,7.200000,-0.007721,0.037575,-0.978815,0.201122,11.351261,23.124571,8.446988
865,7.208333,-0.007769,0.037750,-0.978745,0.201428,11.350294,23.105705,8.449362
866,7.216667,-0.007818,0.037926,-0.978674,0.201735,11.349250,23.086949,8.451473
867,7.225000,-0.007873,0.038123,-0.978594,0.202083,11.348226,23.065693,8.453727
868,7.233333,-0.007922,0.038299,-0.978523,0.202395,11.347230,23.046784,8.455678
869,7.241667,-0.007971,0.038474,-0.978451,0.202708,11.346124,23.027756,8.457902
870,7.250000,-0.008027,0.038672,-0.978369,0.203064,11.344957,23.006193,8.460990
871,7.258333,-0.008076,0.038849,-0.978295,0.203381,11.344019,22.986745,8.463649
872,7.266667,-0.008126,0.039025,-0.978221,0.203701,11.342770,22.967291,8.466227
873,7.275000,-0.008183,0.039223,-0.978137,0.204064,11.341386,22.945524,8.469135
874,7.283333,-0.008233,0.039400,-0.978062,0.204388,11.339971,22.925985,8.471666
875,7.291667,-0.008284,0.039577,-0.977986,0.204714,11.338437,22.906202,8.474232
876,7.300000,-0.008342,0.039776,-0.977900,0.205084,11.336854,22.883967,8.477438
877,7.308333,-0.008393,0.039953,-0.977823,0.205415,11.335841,22.864678,8.480173
878,7.316667,-0.008445,0.040130,-0.977745,0.205748,11.334994,22.845395,8.482741
879,7.325000,-0.008503,0.040330,-0.977657,0.206125,11.333696,22.823812,8.485894
880,7.333333,-0.008555,0.040508,-0.977578,0.206462,11.332472,22.804573,8.488649
881,7.341667,-0.008607,0.040685,-0.977499,0.206802,11.331287,22.785384,8.491359
882,7.350000,-0.008667,0.040886,-0.977408,0.207187,11.329926,22.763888,8.494248
883,7.358333,-0.008720,0.041064,-0.977327,0.207531,11.328857,22.745038,8.496906
884,7.366667,-0.008773,0.041242,-0.977246,0.207878,11.327110,22.726090,8.499589
885,7.375000,-0.008833,0.041443,-0.977153,0.208271,11.325046,22.705265,8.502584
886,7.383333,-0.008887,0.041622,-0.977070,0.208622,11.323666,22.686935,8.505255
887,7.391667,-0.008941,0.041800,-0.976986,0.208976,11.322527,22.668764,8.507572
888,7.400000,-0.009002,0.042002,-0.976891,0.209377,11.321162,22.648534,8.509762
889,7.408333,-0.009057,0.042181,-0.976806,0.209735,11.320448,22.630861,8.511266
890,7.416667,-0.009112,0.042361,-0.976720,0.210096,11.320102,22.613183,8.512463
891,7.425000,-0.009174,0.042563,-0.976623,0.210505,11.319255,22.593342,8.514120
892,7.433333,-0.009230,0.042744,-0.976535,0.210871,11.317912,22.575873,8.515775
893,7.441667,-0.009286,0.042924,-0.976447,0.211240,11.316305,22.558553,8.517398
894,7.450000,-0.009349,0.043127,-0.976347,0.211657,11.314654,22.539153,8.519626
895,7.458333,-0.009406,0.043308,-0.976258,0.212031,11.313232,22.522330,8.521930
896,7.466667,-0.009463,0.043490,-0.976167,0.212406,11.311534,22.505732,8.523974
897,7.475000,-0.009527,0.043694,-0.976065,0.212832,11.309554,22.487166,8.526324
898,7.483333,-0.009585,0.043875,-0.975973,0.213213,11.307454,22.470667,8.528431
899,7.491667,-0.009643,0.044057,-0.975880,0.213596,11.305452,22.454314,8.530498
900,7.500000,-0.009709,0.044262,-0.975775,0.214031,11.302777,22.436397,8.533178
901,7.508333,-0.009767,0.044444,-0.975681,0.214419,11.300113,22.420660,8.535982
902,7.516667,-0.009826,0.044626,-0.975586,0.214810,11.297588,22.404985,8.538465
903,7.525000,-0.009893,0.044832,-0.975479,0.215253,11.294716,22.387537,8.541626
904,7.533333,-0.009952,0.045014,-0.975382,0.215649,11.292179,22.372205,8.544387
905,7.541667,-0.010012,0.045197,-0.975285,0.216048,11.289790,22.357077,8.547174
906,7.550000,-0.010080,0.045403,-0.975174,0.216499,11.287131,22.339593,8.550346
907,7.558333,-0.010140,0.045586,-0.975076,0.216903,11.284889,22.323850,8.553269
908,7.566667,-0.010201,0.045769,-0.974976,0.217309,11.282827,22.308363,8.556280
909,7.575000,-0.010270,0.045975,-0.974863,0.217768,11.280623,22.291304,8.559206
910,7.583333,-0.010332,0.046158,-0.974762,0.218180,11.278377,22.276396,8.561612
911,7.591667,-0.010393,0.046342,-0.974660,0.218594,11.276024,22.261743,8.563758
912,7.600000,-0.010463,0.046548,-0.974544,0.219062,11.273665,22.245569,8.566169
913,7.608333,-0.010526,0.046732,-0.974440,0.219481,11.271411,22.231326,8.568246
914,7.616667,-0.010589,0.046916,-0.974336,0.219902,11.269178,22.217317,8.570312
915,7.625000,-0.010660,0.047123,-0.974217,0.220379,11.266280,22.201484,8.572410
916,7.633333,-0.010723,0.047308,-0.974111,0.220806,11.263507,22.187742,8.574035
917,7.641667,-0.010787,0.047492,-0.974004,0.221234,11.260757,22.173874,8.575595
918,7.650000,-0.010860,0.047701,-0.973882,0.221720,11.258217,22.158411,8.577583
919,7.658333,-0.010924,0.047886,-0.973774,0.222154,11.256149,22.144494,8.579859
920,7.666667,-0.010990,0.048071,-0.973664,0.222591,11.254307,22.130477,8.582739
921,7.675000,-0.011063,0.048279,-0.973540,0.223085,11.252488,22.114906,8.585696
922,7.683333,-0.011129,0.048465,-0.973429,0.223526,11.251037,22.101450,8.588419
923,7.691667,-0.011195,0.048650,-0.973317,0.223970,11.249890,22.088394,8.591321
924,7.700000,-0.011270,0.048859,-0.973189,0.224473,11.248696,22.073792,8.594782
925,7.708333,-0.011336,0.049044,-0.973076,0.224922,11.248197,22.060613,8.597906
926,7.716667,-0.011403,0.049230,-0.972961,0.225374,11.248004,22.047227,8.601123
927,7.725000,-0.011479,0.049438,-0.972831,0.225885,11.247971,22.031930,8.604828
928,7.733333,-0.011547,0.049624,-0.972714,0.226343,11.248232,22.018262,8.608137
929,7.741667,-0.011615,0.049809,-0.972597,0.226802,11.248760,22.005087,8.611335
930,7.750000,-0.011692,0.050018,-0.972464,0.227322,11.249586,21.990341,8.615092
931,7.758333,-0.011761,0.050203,-0.972345,0.227787,11.250259,21.977331,8.618577
932,7.766667,-0.011830,0.050388,-0.972225,0.228255,11.250746,21.965074,8.621823
933,7.775000,-0.011908,0.050596,-0.972088,0.228784,11.251129,21.951870,8.625300
934,7.783333,-0.011978,0.050781,-0.971966,0.229258,11.251339,21.940301,8.628419
935,7.791667,-0.012048,0.050966,-0.971843,0.229734,11.251515,21.929216,8.631643
936,7.800000,-0.012127,0.051174,-0.971704,0.230272,11.251308,21.916910,8.635261
937,7.808333,-0.012198,0.051358,-0.971579,0.230754,11.251012,21.906234,8.638584
938,7.816667,-0.012269,0.051543,-0.971453,0.231238,11.251295,21.895970,8.642115
939,7.825000,-0.012349,0.051750,-0.971311,0.231786,11.251431,21.885287,8.646205
940,7.833333,-0.012421,0.051934,-0.971183,0.232276,11.251302,21.875969,8.649364
941,7.841667,-0.012493,0.052118,-0.971054,0.232768,11.251125,21.866764,8.653011
942,7.850000,-0.012574,0.052324,-0.970909,0.233325,11.251162,21.856813,8.657415
943,7.858333,-0.012647,0.052508,-0.970778,0.233823,11.250767,21.848314,8.661124
944,7.866667,-0.012720,0.052691,-0.970646,0.234324,11.250523,21.839702,8.664809
945,7.875000,-0.012803,0.052896,-0.970497,0.234891,11.250543,21.830090,8.668667
946,7.883333,-0.012876,0.053078,-0.970363,0.235397,11.250358,21.821321,8.672221
947,7.891667,-0.012950,0.053260,-0.970229,0.235906,11.250269,21.812571,8.676037
948,7.900000,-0.013034,0.053465,-0.970076,0.236482,11.250492,21.802562,8.680874
949,7.908333,-0.013108,0.053646,-0.969940,0.236997,11.250725,21.793852,8.685139
950,7.916667,-0.013183,0.053827,-0.969802,0.237514,11.250972,21.785473,8.689711
951,7.925000,-0.013267,0.054030,-0.969646,0.238099,11.251200,21.776444,8.694755
952,7.933333,-0.013343,0.054210,-0.969506,0.238622,11.251726,21.768434,8.699624
953,7.941667,-0.013418,0.054390,-0.969366,0.239148,11.252329,21.760698,8.704603
954,7.950000,-0.013504,0.054591,-0.969206,0.239743,11.253168,21.751964,8.710649
955,7.958333,-0.013580,0.054769,-0.969064,0.240274,11.253997,21.743810,8.716241
956,7.966667,-0.013656,0.054947,-0.968920,0.240808,11.254926,21.735955,8.721851
957,7.975000,-0.013742,0.055146,-0.968757,0.241412,11.255707,21.726885,8.728620
958,7.983333,-0.013819,0.055322,-0.968611,0.241952,11.256111,21.719076,8.734686
959,7.991667,-0.013896,0.055498,-0.968465,0.242494,11.256509,21.711065,8.740263
960,8.000000,-0.013983,0.055695,-0.968298,0.243107,11.256646,21.702108,8.746071
961,8.008333,-0.014061,0.055869,-0.968149,0.243655,11.256768,21.694047,8.751252
962,8.016667,-0.014139,0.056043,-0.967999,0.244206,11.257066,21.685844,8.756227
963,8.025000,-0.014226,0.056238,-0.967829,0.244829,11.257218,21.676489,8.761952
964,8.033333,-0.014305,0.056411,-0.967677,0.245385,11.257284,21.668403,8.767002
965,8.041667,-0.014383,0.056583,-0.967524,0.245944,11.257600,21.660462,8.772154
966,8.050000,-0.014472,0.056776,-0.967351,0.246576,11.257955,21.651348,8.778114
967,8.058333,-0.014551,0.056947,-0.967195,0.247141,11.257961,21.642991,8.783304
968,8.066667,-0.014631,0.057118,-0.967039,0.247708,11.257564,21.634997,8.788566
969,8.075000,-0.014720,0.057309,-0.966862,0.248350,11.257362,21.626124,8.794600
970,8.083333,-0.014800,0.057478,-0.966703,0.248923,11.257553,21.618016,8.800121
971,8.091667,-0.014881,0.057647,-0.966543,0.249498,11.258314,21.610074,8.805973
972,8.100000,-0.014971,0.057835,-0.966362,0.250149,11.258625,21.601384,8.813032
973,8.108333,-0.015052,0.058002,-0.966200,0.250731,11.259015,21.593897,8.819216
974,8.116667,-0.015133,0.058169,-0.966037,0.251315,11.259414,21.586472,8.825536
975,8.125000,-0.015224,0.058355,-0.965853,0.251975,11.259499,21.578413,8.832473
976,8.133333,-0.015305,0.058519,-0.965687,0.252565,11.259348,21.571260,8.838759
977,8.141667,-0.015387,0.058683,-0.965521,0.253158,11.259222,21.563980,8.845223
978,8.150000,-0.015478,0.058866,-0.965333,0.253827,11.259611,21.556388,8.852413
979,8.158333,-0.015560,0.059028,-0.965164,0.254425,11.260187,21.549948,8.858722
980,8.166667,-0.015643,0.059190,-0.964994,0.255026,11.260795,21.543883,8.864970
981,8.175000,-0.015735,0.059370,-0.964802,0.255705,11.261660,21.537307,8.872083
982,8.183333,-0.015818,0.059529,-0.964630,0.256312,11.262318,21.531466,8.878227
983,8.191667,-0.015900,0.059688,-0.964456,0.256921,11.262830,21.525757,8.884401
984,8.200000,-0.015993,0.059865,-0.964260,0.257609,11.263593,21.519597,8.891480
985,8.208333,-0.016076,0.060022,-0.964085,0.258224,11.264581,21.514262,8.897783
986,8.216667,-0.016160,0.060177,-0.963908,0.258841,11.265825,21.508793,8.903902
987,8.225000,-0.016253,0.060351,-0.963708,0.259539,11.267667,21.502445,8.910936
988,8.233333,-0.016337,0.060505,-0.963529,0.260162,11.269639,21.496924,8.917464
989,8.241667,-0.016421,0.060657,-0.963349,0.260788,11.271974,21.491412,8.923910
990,8.250000,-0.016515,0.060828,-0.963145,0.261495,11.275152,21.485149,8.930739
991,8.258333,-0.016599,0.060978,-0.962962,0.262126,11.277891,21.479937,8.936955
992,8.266667,-0.016683,0.061128,-0.962778,0.262760,11.280487,21.474686,8.943335
993,8.275000,-0.016778,0.061295,-0.962570,0.263476,11.283554,21.468989,8.950477
994,8.283333,-0.016862,0.061442,-0.962384,0.264116,11.286406,21.464022,8.956901
995,8.291667,-0.016947,0.061588,-0.962197,0.264758,11.289220,21.458855,8.963557
996,8.300000,-0.017042,0.061751,-0.961985,0.265484,11.292525,21.452787,8.970807
997,8.308333,-0.017127,0.061895,-0.961795,0.266132,11.295656,21.447662,8.977230
998,8.316667,-0.017211,0.062038,-0.961604,0.266783,11.298843,21.442414,8.983431
999,8.325000,-0.017307,0.062197,-0.961387,0.267519,11.302533,21.436424,8.990403
1000,8.333333,-0.017392,0.062337,-0.961194,0.268175,11.305881,21.431076,8.996226
1001,8.341667,-0.017478,0.062477,-0.960999,0.268835,11.308919,21.426068,9.001782
1002,8.350000,-0.017574,0.062632,-0.960778,0.269580,11.312340,21.419972,9.007640
1003,8.358333,-0.017659,0.062770,-0.960581,0.270246,11.315390,21.414406,9.012592
1004,8.366667,-0.017745,0.062906,-0.960382,0.270914,11.318455,21.408883,9.017423
1005,8.375000,-0.017842,0.063059,-0.960157,0.271669,11.322126,21.402726,9.022735
1006,8.383333,-0.017928,0.063193,-0.959955,0.272343,11.325438,21.397207,9.027650
1007,8.391667,-0.018015,0.063327,-0.959753,0.273020,11.328549,21.391444,9.032908
1008,8.400000,-0.018112,0.063476,-0.959523,0.273785,11.331606,21.385265,9.039260
1009,8.408333,-0.018199,0.063608,-0.959317,0.274469,11.334265,21.379781,9.044563
1010,8.416667,-0.018286,0.063738,-0.959111,0.275155,11.337021,21.374246,9.049830
1011,8.425000,-0.018384,0.063884,-0.958876,0.275930,11.340141,21.367241,9.056031
1012,8.433333,-0.018471,0.064013,-0.958666,0.276622,11.343303,21.360486,9.061435
1013,8.441667,-0.018558,0.064140,-0.958455,0.277317,11.346571,21.354199,9.067146
1014,8.450000,-0.018657,0.064282,-0.958216,0.278103,11.350640,21.347667,9.073872
1015,8.458333,-0.018744,0.064407,-0.958002,0.278804,11.354022,21.341810,9.079856
1016,8.466667,-0.018832,0.064532,-0.957787,0.279508,11.357432,21.336099,9.085522
1017,8.475000,-0.018931,0.064670,-0.957543,0.280304,11.361490,21.329829,9.091994
1018,8.483333,-0.019019,0.064792,-0.957325,0.281015,11.364878,21.324186,9.097692
1019,8.491667,-0.019107,0.064912,-0.957105,0.281728,11.368436,21.318945,9.103481
1020,8.500000,-0.019207,0.065047,-0.956856,0.282535,11.373060,21.313854,9.109906
1021,8.508333,-0.019295,0.065165,-0.956634,0.283255,11.377353,21.309569,9.115759
1022,8.516667,-0.019383,0.065281,-0.956410,0.283978,11.381758,21.305000,9.122052
1023,8.525000,-0.019483,0.065411,-0.956156,0.284795,11.387457,21.299335,9.129447
1024,8.533333,-0.019572,0.065525,-0.955928,0.285524,11.392339,21.294416,9.136076
1025,8.541667,-0.019660,0.065638,-0.955700,0.286257,11.396912,21.289870,9.142740
1026,8.550000,-0.019760,0.065763,-0.955441,0.287085,11.401712,21.285179,9.150057
1027,8.558333,-0.019849,0.065872,-0.955209,0.287824,11.405694,21.281314,9.156727
1028,8.566667,-0.019937,0.065980,-0.954976,0.288566,11.410080,21.277810,9.163439
1029,8.575000,-0.020037,0.066100,-0.954711,0.289405,11.415200,21.273719,9.171238
1030,8.583333,-0.020126,0.066205,-0.954475,0.290154,11.419699,21.270092,9.178026
1031,8.591667,-0.020215,0.066308,-0.954237,0.290906,11.424321,21.266626,9.185035
1032,8.600000,-0.020314,0.066423,-0.953967,0.291756,11.429871,21.262792,9.192395
1033,8.608333,-0.020403,0.066523,-0.953726,0.292514,11.434900,21.259481,9.198832
1034,8.616667,-0.020492,0.066622,-0.953484,0.293276,11.439922,21.256182,9.205428
1035,8.625000,-0.020591,0.066731,-0.953209,0.294137,11.445614,21.252262,9.213044
1036,8.633333,-0.020680,0.066826,-0.952963,0.294905,11.450305,21.248353,9.219611
1037,8.641667,-0.020769,0.066920,-0.952715,0.295677,11.454959,21.244177,9.225984
1038,8.650000,-0.020868,0.067024,-0.952434,0.296548,11.460376,21.240016,9.232989
1039,8.658333,-0.020957,0.067115,-0.952183,0.297326,11.465247,21.236699,9.239215
1040,8.666667,-0.021046,0.067204,-0.951931,0.298108,11.469771,21.233459,9.245453
1041,8.675000,-0.021145,0.067303,-0.951645,0.298990,11.474377,21.229718,9.252563
1042,8.683333,-0.021234,0.067389,-0.951389,0.299778,11.478287,21.226386,9.259173
1043,8.691667,-0.021322,0.067473,-0.951131,0.300569,11.482272,21.223244,9.265808
1044,8.700000,-0.021422,0.067566,-0.950840,0.301463,11.486887,21.219743,9.273541
1045,8.708333,-0.021510,0.067648,-0.950579,0.302261,11.491080,21.216845,9.280238
1046,8.716667,-0.021599,0.067727,-0.950316,0.303061,11.495518,21.213754,9.287024
1047,8.725000,-0.021698,0.067815,-0.950018,0.303966,11.500661,21.210225,9.294682
1048,8.733333,-0.021786,0.067891,-0.949752,0.304773,11.505312,21.207227,9.301484
1049,8.741667,-0.021874,0.067965,-0.949485,0.305583,11.510074,21.204333,9.308540
1050,8.750000,-0.021973,0.068047,-0.949181,0.306499,11.515386,21.201260,9.316610
1051,8.758333,-0.022061,0.068118,-0.948910,0.307315,11.520191,21.198647,9.323537
1052,8.766667,-0.022148,0.068187,-0.948637,0.308135,11.525393,21.196149,9.330803
1053,8.775000,-0.022247,0.068262,-0.948328,0.309061,11.531171,21.193806,9.339211
1054,8.783333,-0.022334,0.068328,-0.948052,0.309887,11.536663,21.191788,9.346758
1055,8.791667,-0.022421,0.068391,-0.947774,0.310716,11.542328,21.189790,9.354349
1056,8.800000,-0.022519,0.068460,-0.947459,0.311653,11.549275,21.187867,9.362584
1057,8.808333,-0.022605,0.068519,-0.947177,0.312488,11.555874,21.185999,9.369507
1058,8.816667,-0.022692,0.068576,-0.946894,0.313327,11.562606,21.183975,9.376894
1059,8.825000,-0.022789,0.068638,-0.946573,0.314274,11.569410,21.181462,9.385336
1060,8.833333,-0.022875,0.068692,-0.946287,0.315119,11.575094,21.179639,9.393060
1061,8.841667,-0.022960,0.068743,-0.945998,0.315967,11.581128,21.177989,9.400865
1062,8.850000,-0.023056,0.068798,-0.945671,0.316924,11.588123,21.176266,9.409433
1063,8.858333,-0.023141,0.068845,-0.945379,0.317778,11.593989,21.174528,9.417044
1064,8.866667,-0.023226,0.068890,-0.945085,0.318635,11.599554,21.172651,9.424671
1065,8.875000,-0.023321,0.068938,-0.944753,0.319603,11.605544,21.170929,9.433667
1066,8.883333,-0.023405,0.068979,-0.944455,0.320466,11.610563,21.169643,9.441623
1067,8.891667,-0.023489,0.069018,-0.944156,0.321332,11.615648,21.168229,9.449801
1068,8.900000,-0.023583,0.069059,-0.943817,0.322310,11.621644,21.166874,9.459025
1069,8.908333,-0.023666,0.069093,-0.943514,0.323182,11.627146,21.165710,9.466866
1070,8.916667,-0.023749,0.069125,-0.943210,0.324057,11.632521,21.164358,9.474889
1071,8.925000,-0.023842,0.069159,-0.942865,0.325045,11.638667,21.162981,9.483958
1072,8.933333,-0.023924,0.069187,-0.942557,0.325925,11.644054,21.161956,9.491010
1073,8.941667,-0.024006,0.069213,-0.942247,0.326809,11.649464,21.161799,9.497714
1074,8.950000,-0.024098,0.069240,-0.941896,0.327806,11.655686,21.162245,9.505301
1075,8.958333,-0.024179,0.069262,-0.941582,0.328695,11.661487,21.163059,9.512592
1076,8.966667,-0.024259,0.069282,-0.941267,0.329587,11.667231,21.164080,9.519895
1077,8.975000,-0.024349,0.069302,-0.940910,0.330593,11.673806,21.165296,9.528224
1078,8.983333,-0.024429,0.069317,-0.940592,0.331490,11.679846,21.166294,9.535592
1079,8.991667,-0.024508,0.069330,-0.940271,0.332390,11.686251,21.167627,9.542863
1080,9.000000,-0.024597,0.069342,-0.939908,0.333405,11.693474,21.169297,9.550877
1081,9.008333,-0.024675,0.069351,-0.939584,0.334310,11.699483,21.170881,9.558187
1082,9.016667,-0.024753,0.069357,-0.939258,0.335217,11.705600,21.172816,9.565257
1083,9.025000,-0.024840,0.069362,-0.938890,0.336240,11.712317,21.175163,9.573603
1084,9.033333,-0.024917,0.069364,-0.938561,0.337152,11.718344,21.177240,9.581234
1085,9.041667,-0.024993,0.069363,-0.938230,0.338066,11.724042,21.179411,9.589210
1086,9.050000,-0.025078,0.069360,-0.937856,0.339097,11.730607,21.182109,9.598041
1087,9.058333,-0.025153,0.069354,-0.937522,0.340016,11.736468,21.184455,9.605824
1088,9.066667,-0.025228,0.069347,-0.937186,0.340936,11.742117,21.186657,9.613530
1089,9.075000,-0.025311,0.069336,-0.936806,0.341974,11.748273,21.189386,9.622161
1090,9.083333,-0.025384,0.069323,-0.936467,0.342899,11.753738,21.192083,9.629794
1091,9.091667,-0.025456,0.069309,-0.936126,0.343825,11.759359,21.194804,9.637602
1092,9.100000,-0.025537,0.069290,-0.935741,0.344870,11.765996,21.198108,9.645987
1093,9.108333,-0.025608,0.069271,-0.935397,0.345800,11.771574,21.201177,9.653397
1094,9.116667,-0.025679,0.069249,-0.935052,0.346732,11.776669,21.204547,9.660901
1095,9.125000,-0.025757,0.069223,-0.934662,0.347782,11.782612,21.208920,9.669221
1096,9.133333,-0.025827,0.069197,-0.934313,0.348718,11.788052,21.212903,9.676488
1097,9.141667,-0.025895,0.069168,-0.933963,0.349654,11.793219,21.216759,9.683768
1098,9.150000,-0.025971,0.069134,-0.933568,0.350710,11.798753,21.220903,9.692116
1099,9.158333,-0.026038,0.069101,-0.933215,0.351649,11.804015,21.224486,9.699720
1100,9.166667,-0.026105,0.069066,-0.932861,0.352590,11.809098,21.228132,9.707349
1101,9.175000,-0.026178,0.069024,-0.932460,0.353649,11.815027,21.232376,9.715573
1102,9.183333,-0.026243,0.068985,-0.932103,0.354592,11.820423,21.236492,9.722603
1103,9.191667,-0.026307,0.068943,-0.931745,0.355536,11.825727,21.240498,9.729794
1104,9.200000,-0.026378,0.068893,-0.931340,0.356599,11.831612,21.244723,9.737443
1105,9.208333,-0.026441,0.068847,-0.930979,0.357545,11.836769,21.248771,9.744254
1106,9.216667,-0.026503,0.068799,-0.930617,0.358492,11.841716,21.252779,9.750925
1107,9.225000,-0.026571,0.068743,-0.930208,0.359557,11.847124,21.257398,9.758503
1108,9.233333,-0.026632,0.068690,-0.929843,0.360505,11.852151,21.261316,9.765373
1109,9.241667,-0.026691,0.068636,-0.929477,0.361454,11.857633,21.265402,9.772272
1110,9.250000,-0.026757,0.068572,-0.929064,0.362522,11.863725,21.269992,9.779854
1111,9.258333,-0.026815,0.068514,-0.928696,0.363471,11.868924,21.273686,9.786643
1112,9.266667,-0.026872,0.068453,-0.928326,0.364421,11.874346,21.277649,9.793227
1113,9.275000,-0.026935,0.068383,-0.927909,0.365490,11.880413,21.282185,9.800404
1114,9.283333,-0.026990,0.068318,-0.927537,0.366440,11.885828,21.286504,9.806790
1115,9.291667,-0.027045,0.068252,-0.927165,0.367391,11.891478,21.290787,9.812672
1116,9.300000,-0.027105,0.068175,-0.926744,0.368460,11.898097,21.295291,9.819287
1117,9.308333,-0.027158,0.068104,-0.926369,0.369411,11.903810,21.298994,9.825318
1118,9.316667,-0.027210,0.068032,-0.925993,0.370361,11.909532,21.302555,9.831528
1119,9.325000,-0.027268,0.067949,-0.925569,0.371431,11.916050,21.306342,9.838243
1120,9.333333,-0.027318,0.067873,-0.925192,0.372381,11.921761,21.309903,9.844068
1121,9.341667,-0.027368,0.067795,-0.924813,0.373331,11.927100,21.313112,9.849957
1122,9.350000,-0.027423,0.067706,-0.924386,0.374400,11.932521,21.316344,9.856521
1123,9.358333,-0.027470,0.067625,-0.924005,0.375349,11.937236,21.318802,9.862569
1124,9.366667,-0.027518,0.067542,-0.923624,0.376298,11.942122,21.321042,9.868625
1125,9.375000,-0.027570,0.067447,-0.923193,0.377365,11.947282,21.323448,9.875443
1126,9.383333,-0.027615,0.067361,-0.922810,0.378314,11.951433,21.325636,9.881391
1127,9.391667,-0.027660,0.067273,-0.922426,0.379261,11.955719,21.328364,9.887255
1128,9.400000,-0.027709,0.067173,-0.921993,0.380327,11.960514,21.331799,9.893776
1129,9.408333,-0.027752,0.067082,-0.921608,0.381273,11.964538,21.334596,9.899754
1130,9.416667,-0.027794,0.066990,-0.921221,0.382219,11.968392,21.337571,9.905560
1131,9.425000,-0.027841,0.066884,-0.920786,0.383282,11.972679,21.340930,9.911929
1132,9.433333,-0.027881,0.066789,-0.920398,0.384226,11.976302,21.343806,9.917336
1133,9.441667,-0.027921,0.066692,-0.920010,0.385169,11.979373,21.346909,9.922588
1134,9.450000,-0.027965,0.066582,-0.919572,0.386229,11.982767,21.350175,9.928420
1135,9.458333,-0.028003,0.066482,-0.919182,0.387170,11.986285,21.353173,9.933831
1136,9.466667,-0.028040,0.066382,-0.918792,0.388110,11.989668,21.356384,9.939308
1137,9.475000,-0.028082,0.066267,-0.918352,0.389166,11.993450,21.360249,9.945743
1138,9.483333,-0.028117,0.066163,-0.917960,0.390103,11.996680,21.363854,9.951807
1139,9.491667,-0.028152,0.066058,-0.917569,0.391039,11.999532,21.367261,9.957833
1140,9.500000,-0.028190,0.065938,-0.917127,0.392091,12.002997,21.370768,9.964532
1141,9.508333,-0.028223,0.065830,-0.916734,0.393024,12.005761,21.373719,9.970342
1142,9.516667,-0.028255,0.065721,-0.916341,0.393956,12.008758,21.376800,9.976267
1143,9.525000,-0.028290,0.065597,-0.915898,0.395003,12.012079,21.380476,9.982744
1144,9.533333,-0.028321,0.065485,-0.915504,0.395931,12.015085,21.383622,9.988396
1145,9.541667,-0.028350,0.065372,-0.915110,0.396858,12.018054,21.386707,9.994073
1146,9.550000,-0.028382,0.065243,-0.914666,0.397899,12.021372,21.389776,10.000475
1147,9.558333,-0.028410,0.065128,-0.914271,0.398822,12.024106,21.392415,10.006232
1148,9.566667,-0.028437,0.065011,-0.913876,0.399744,12.026910,21.394983,10.011977
1149,9.575000,-0.028466,0.064878,-0.913431,0.400779,12.030042,21.397450,10.018105
1150,9.583333,-0.028491,0.064759,-0.913036,0.401696,12.032607,21.399538,10.023366
1151,9.591667,-0.028516,0.064639,-0.912640,0.402612,12.034931,21.401630,10.028313
1152,9.600000,-0.028542,0.064503,-0.912195,0.403640,12.037167,21.404219,10.033586
1153,9.608333,-0.028565,0.064381,-0.911799,0.404551,12.038845,21.406777,10.038371
1154,9.616667,-0.028587,0.064258,-0.911403,0.405460,12.040573,21.409490,10.043176
1155,9.625000,-0.028611,0.064119,-0.910958,0.406481,12.042416,21.412577,10.048427
1156,9.633333,-0.028631,0.063994,-0.910561,0.407386,12.044018,21.415098,10.053220
1157,9.641667,-0.028651,0.063869,-0.910165,0.408288,12.045710,21.417229,10.058088
1158,9.650000,-0.028672,0.063727,-0.909720,0.409301,12.048135,21.419471,10.063327
1159,9.658333,-0.028690,0.063600,-0.909324,0.410198,12.050452,21.421448,10.067729
1160,9.666667,-0.028707,0.063472,-0.908928,0.411094,12.052348,21.423770,10.072008
1161,9.675000,-0.028726,0.063327,-0.908482,0.412098,12.053795,21.426590,10.076822
1162,9.683333,-0.028742,0.063198,-0.908086,0.412988,12.054874,21.429052,10.081263
1163,9.691667,-0.028757,0.063068,-0.907691,0.413876,12.055760,21.431864,10.085950
1164,9.700000,-0.028773,0.062921,-0.907246,0.414871,12.057018,21.435393,10.091721
1165,9.708333,-0.028786,0.062789,-0.906851,0.415753,12.058415,21.438538,10.096747
